,listing_id,description,room_type
19194,30562328,Large Room 11minutes to Manhattan NYC at Safe area,private room
19195,30562364,"Stunning 2,000 sq ft 2BR in Williamsburg",entire home/apt
19196,30562589,Gut renovated one bedroom in Brooklyn!,entire home/apt
19197,30565063,Private Bedroom on Newly Renovated Apartment,private room
19198,30565107,Quiet but close to Main Street.Flushing Chinatown,shared room
19199,30565284,Great for family/friends! 2 bdrm duplex sleeps 6!,entire home/apt
19200,30566910,Spacious East Village Zen Den,entire home/apt
19201,30567047,WELCOME TRAVELERS AND NYC LOVERS!  R/2,private room
19202,30567265,A gem in Bushwick,private room
19203,30567765,"Bedstuy is the best, where I rest my chest",entire home/apt
19204,30567827,2 blocks to Main Street Flushing Chinatown NY,private room
19205,30568497,Comfy Haven,entire home/apt
19206,30570178,CHEERFUL RM IN BROOKLYN! EASY ACCESS TO TRAIN! R3,private room
19207,30570449,PEACEFUL ESCAPE FROM THE BUSY CITY!  L/2,private room
19208,30570943,SUMMER 50% OFF SALE - 4 Min Walk to Times Square,entire home/apt
19209,30574688,Modern&pretty 3-B apt near everything you want!!!,entire home/apt
19210,30574764,"Lovely, Convenient & Renovated Bushwick BK Room.",private room
19211,30577164,Comfort zone,private room
19212,30577273,A safe room to stay in Manhattan. Clean & sunny.,private room
19213,30578526,Summertime in Brooklyn’s Bedford–Stuyvesant,private room
19214,30578954,Beautiful Master Bedroom & Private Bath,private room
19215,30580115,Spacious artsy private bedroom,private room
19216,30580668,Clinton Hill Studio,entire home/apt
19217,30580793,Beautifully Renovated Mid Century Modern Bedroom,private room
19218,30582854,Cozy Private Room w/ Full Bed - Perfect for Travel,private room
19219,30584054,Sunny private room in the heart of Brooklyn.,private room
19220,30584271,"SuperBig Beautiful room,clean manhattan 30min.",private room
19221,30584721,Gorgeous GOOD VIBES One Bedroom in Greenpoint,entire home/apt
19222,30585278,"Bright, warm & wonderful bedroom in Greenpoint",private room
19223,30585355,Hollywood Inn,private room
19224,30586349,Open view on Manhattan,private room
19225,30586563,"Charming, Quiet Prewar Apt in Midtown, Manhattan",entire home/apt
19226,30587285,Spice island  nook,private room
19227,30587461,Cozy Quaint Modern Garden Apartment,entire home/apt
19228,30587740,Mogul Hideout 2: Modern Lifestyle 4 min from JFK,entire home/apt
19229,30588600,PRIVATE bedroom and bathroom in Upper Manhattan,private room
19230,30588659,"Chic, Contemporary 2br Brooklyn Condo",entire home/apt
19231,30588681,Private Cozy Room at East Village (Manhattan),private room
19232,30588700,Great unit in prime Williamsburg,entire home/apt
19233,30589552,Clean & Spacious Apt. 2 min. to Subway,entire home/apt
19234,30589865,VANLIFE in NYC!  Perfect for minimal travelers!,entire home/apt
19235,30590147,"Williamsburg private, comfy, bright room",private room
19236,30590265,Charming Private Apartment near Brooklyn Museum1BR,entire home/apt
19237,30590337,"Awesome Studio-Apt near Times Square, super quiet",entire home/apt
19238,30590361,"Bright, Spacious, & Cheerful! 5min walk to Metro L",private room
19239,30590895,Flushing downtown luxury suite,private room
19240,30590921,Feels Like Home Near JFK and LGA,private room
19241,30591122,Cosy private bedroom in Williamsburg!,private room
19242,30591250,"★Bright,Spacious 1BR near Empire State/5th Ave",entire home/apt
19243,30591382,Comfy Room w/ Bunk Bed - Great for Friends!,private room
19244,30592244,The NYC Quick Stay- Flexible Check-In,private room
19245,30592546,Spacious Bronx apartment near Bronx Zoo,entire home/apt
19246,30592647,Private Bedroom w/ Bunk Bed - Great for Friends!,private room
19247,30593639,Amazing Luxury Loft in Williamsburg,entire home/apt
19248,30593915,Flushing downtown luxury suite,private room
19249,30594102,Comfy Private Room w/ Full Bed - Near Prospect Prk,private room
19250,30594172,Flushing downtown large single room,private room
19251,30594607,Cozy Apartment in Hell’s Kitchen,private room
19252,30594645,Newly renovated with elevator room 3,private room
19253,30595611,Home away from Home! 2 Bedroom Apartment.,entire home/apt
19254,30596759,Cozy LES Room,private room
19255,30596912,Warm & sweet private bedroom,private room
19256,30628768,Affordable room near airport - LGA - and subway!,private room
19257,30634438,Charming entire house,entire home/apt
19258,30636732,New york Brownstone,private room
19259,30640875,Traditional yet Modern home away from home,private room
19260,30642253,1 Bedroom+1 bath in Artsy modern Williamsburg NY,private room
19261,30643610,Small clean cosy minimalist FEMALE ONLY -Bushwick,private room
19262,30644741,Huge master bedroom in prime Financial District,private room
19263,30651057,Amazing two bedroom with the terrace/73A.,entire home/apt
19264,30651242,"Modern, Luxury Style, private balcony/City view!",entire home/apt
19265,30656450,West Village Dream Townhouse,entire home/apt
19266,30659261,Quiet and Spacious South Williamsburg One Bedroom,entire home/apt
19267,30661098,Bed-Stuy Gem with Cozy entire floor of Brownstone,entire home/apt
19268,30662063,‘Age of Innocence’ | Studio Apartment,entire home/apt
19269,30662701,Cosy private room in luxury condo,private room
19270,30663416,Cozy Bedroom w/ Bunk Bed - Private Side Yard!!,private room
19271,30663568,"Chic, Quiet, Convenient East Village One-Bedroom",entire home/apt
19272,30666207,"Beautiful, unique apartment in Brooklyn Heights",entire home/apt
19273,30667058,Art Deco Soho Loft,entire home/apt
19274,30667695,Music Recording Mixing Film Photography Art,entire home/apt
19275,30670056,Sunny Williamsburg Loft ☀️,entire home/apt
19276,30674080,Beautiful 2-bedroom Apt near Times Square,entire home/apt
19277,30674177,Cozy Brooklyn Studio Apartment!,entire home/apt
19278,30674463,Prime Location Affordable 2 Bedrooms,entire home/apt
19279,30675435,NY TIME SQUARE DOUBLE ROOM,private room
19280,30675713,"Modern Studio in Heart of Crown Heights, Brooklyn",entire home/apt
19281,30676471,Sofa-Bed in a modern and cozy apartment in Harlem,shared room
19282,30676672,New York City cozy creative,private room
19283,30676992,ENTIRE bushwick studio,entire home/apt
19284,30677069,NEWLY AVAILABLE Private Room only 2 BLOCKS off-LGA,private room
19285,30677218,Luxury Chelsea 1 bed full service with balconies,entire home/apt
19286,30677287,Comfortable one bedroom in heart of Midtown,entire home/apt
19287,30677434,Private ROOM in a GROUND FLOOR apt w/Parking,private room
19288,30681498,Private Entire Studio 10min to LGA! 全独立套房十分钟法拉盛中心,entire home/apt
19289,30685679,Home in NYC 1 BR Apartment Midtown Retreat,entire home/apt
19290,30685991,Sunny Spacious New Brooklyn Condo,entire home/apt
19291,30686870,Large bedroom,private room
19292,30686973,Tranquil oasis in the fast pace of NYC,private room
19293,30687126,Cheap good double bed in living room-30min to Man,shared room
19294,30688108,NEW - Manhattan - Private room near Central Park,private room
19295,30688314,"Centrally located, modern, pleasant 1BR apartment",entire home/apt
19296,30688621,A Little Sanctuary,entire home/apt
19297,30688867,"Artistic, Cozy Space in Convenient Williamsburg",shared room
19298,30689529,Privately located 2 BR Apt! Soho!,entire home/apt
19299,30689655,Light Drenched Brooklyn Haven,entire home/apt
19300,30690149,Upscale Artsy Apartment in Brooklyn - Free Parking,entire home/apt
19301,30690804,Cosy APt,entire home/apt
19302,30691484,Luxury in Brooklyn,entire home/apt
19303,30691909,Spacious 1 BR Home in Hell's Kitchen,entire home/apt
19304,30691956,Modern Room in LuxuryApt overlooking LIC&Manhattan,private room
19305,30692023,Sunny bedroom in a spacious loft/apt in Bushwick!,private room
19306,30692246,Private room 1 block from M train in Ridgewood,private room
19307,30692398,Large bright room in the heart of Bushwick,private room
19308,30692462,Bright 2-bedroom in Brooklyn,entire home/apt
19309,30694626,Clinton Hill Quiet stylish 2 bedroom,entire home/apt
19310,30694693,"Gorgeous Hideout, Close to Everything.",private room
19311,30694768,A Relaxing Place in Inwood,private room
19312,30694839,Brand new beautiful apartment in Williamsburg!,private room
19313,30694973,Door man condo near 61st St station,private room
19314,30695144,Williamsburg Studio,entire home/apt
19315,30695780,Heart of Upper East Side Home w/ washer-dryer,private room
19316,30696051,Modern Spacious Studio just 1 min To Bus Stop,entire home/apt
19317,30697032,A Quiet Room in Greenpoint,private room
19318,30697207,"Great room and friendly environment in Astoria, NY",private room
19319,30697483,Newly renovated with elevator room 2,private room
19320,30700892,MILES DAVIS BIG BEAUTIFUL BEDROOM,private room
19321,30701853,"Room in Charming, Plant-filled Brooklyn Apartment",private room
19322,30702161,JIMI HENDRIX BIG BEAUTIFUL BEDROOM,private room
19323,30704068,Garden Apartment - Cozy renovated 1BDR,entire home/apt
19324,30704165,Entire Apt for 9Guests near Subway-20mins Times Sq,entire home/apt
19325,30705353,Modern Brooklyn Brownstone Garden Apartment,entire home/apt
19326,30705522,Great East Village/Alphabet City Apt!,private room
19327,30706240,Cozy New York Apartment. Amazing Location!,entire home/apt
19328,30706259,Fully Renovated East Village Oasis,entire home/apt
19329,30706271,Giant Duplex with Backyard 20 Mins to Manhattan!,entire home/apt
19330,30706817,Large Sunny 2 Bedrooms in Manhattan-Steps2Subway,private room
19331,30707567,"Sunny, plant-filled & quiet Washington Heights apt",private room
19332,30707586,Very cozy apartment in Brooklyn.,entire home/apt
19333,30708251,Prime Williamsburg water front modern one-bed,entire home/apt
19334,30708308,Garden Apartment /Mingle and Jingle Fun Host,private room
19335,30708899,☆Cozy bedroom in Midtown | 1min to 4 subway lines☆,private room
19336,30709202,"☆Charming bedroom, 5min to Empire State Building☆",private room
19337,30709893,✨PRIVATE Bathroom - Midtown | 5 min Grand Central✨,private room
19338,30710247,Cozy Sunny Private Room in Spacious 2-Bedroom,private room
19339,30710264,Pleasant Upper West Side Studio,entire home/apt
19340,30710325,Huge Room in Trendy East Williamsburg,private room
19341,30710462,Pop Fashion Studio,entire home/apt
19342,30710954,Serene Brooklyn Brownstone Gem,entire home/apt
19343,30711544,"Entire Place *NEW APT - NYC, LGA, Flushing Meadows",entire home/apt
19344,30712164,The Bronx's Oasis,entire home/apt
19345,30712281,Beautiful apartment near the city and the beach!!,entire home/apt
19346,30712349,Artist's Creative Loft Photo Studio-2 Bed + Office,entire home/apt
19347,30712446,Beautiful Luxury Building Studio Apartment,entire home/apt
19348,30712669,Safe perfect location heart of east village,entire home/apt
19349,30712682,A whimsical stay in the heart of Bushwick,entire home/apt
19350,30713613,"Artsy duplex for 6, close to US Open & Manhattan",entire home/apt
19351,30713926,Bright Brooklyn One Bedroom,entire home/apt
19352,30714036,Warm & Welcoming Home for You - Crown Heights,private room
19353,30714312,Clean 2 bedroom home in a safe area near Manhattan,private room
19354,30715104,1bdr apt. with Manhattan skyline view (long term),entire home/apt
19355,30716192,"NYUW05-1: Cozy room, Park, Columbia university.",private room
19356,30716880,"Prime area locate in Little Italy, Nolita, Soho.",entire home/apt
19357,30717174,E20's- Charm and modern Elevator studio- Quiet,entire home/apt
19358,30717311,Tiny studio in best neighborhood in NYC!,entire home/apt
19359,30717487,Charming Williamsburg Loft - 1 BR,entire home/apt
19360,30717527,"Two bedroom apartment, one stop from Manhattan",entire home/apt
19361,30717533,Large Private Room in Crown Heights BK,private room
19362,30718403,Local Paradise,private room
19363,30720530,Furnished & Renovated. An Astoria NY RM w/ Appeal!,private room
19364,30723941,Cute 1 BR on Gramercy (Min 30 Days),entire home/apt
19365,30728438,"Relax, easy commute to the city",private room
19366,30728885,Private room,private room
19367,30728947,Brooklyn Home with a View,entire home/apt
19368,30730521,Luxury Apartment on Madison Avenue,entire home/apt
19369,30731628,Three Bed-Room in Borough Park,entire home/apt
19370,30731674,Spacious studio in the heart of NYC,entire home/apt
19371,30732728,"Luxury apartment, for single! near Central Park",entire home/apt
19372,30732895,Spacious Room w/Comfy Queen Bed. Central Location!,private room
19373,30733035,Bright serene 2-bedroom in Harlem,entire home/apt
19374,30733474,Flex Chk In Times - NYC Quick Stay,private room
19375,30733576,king size bed in hip LES -subway outside,private room
19376,30734595,Beautiful Park Slope Designer Condo,entire home/apt
19377,30735151,Cozy Private BR - Less Than Five Mins To Subway,private room
19378,30735308,Private 2 BR Apt in heart of South Slope,entire home/apt
19379,30735839,Comfy & Modern Private Bedroom w/ Bunkbed,private room
19380,30736119,"Modern and Cozy Private Bedroom in Brooklyn, NY",private room
19381,30737105,"Lovely,Cozy,bright,beautiful room **only female**",private room
19382,30737182,Central Park Charming Home,entire home/apt
19383,30737221,Chic and Comfortable in Manhattan,entire home/apt
19384,30737562,Private Bedroom and Bathroom in Spacious Apartment,private room
19385,30737572,Private Room in Clean & Cozy Home Central Location,private room
19386,30739597,"Basement suite in Bushwick, 4 minutes from the M!",private room
19387,30739988,Quite Spacious studio easy access to ALL,entire home/apt
19388,30740488,**Cozy Private Room(M),private room
19389,30740551,Dollar,private room
19390,30741199,Bright Beautiful Loft Apt in Heart of Williamsburg,entire home/apt
19391,30741302,**Cozy Private Room(B),private room
19392,30744543,"Quiet place
fully renovated apartment
Queens-NY",entire home/apt
19393,30745232,Park Slope Cozy Bedroom,private room
19394,30745402,Room in central Manhattan,private room
19395,30746904,WOW LOFT LONG TERM STAY & SHORT TERM EVENTS/SHOOTS,entire home/apt
19396,30747260,"Spacious room in quiet Sunset Park, Brooklyn",private room
19397,30747515,Bedstuy-stay,private room
19398,30747562,BedStuy cozy + convenient private room and bath,private room
19399,30748041,Best Manhattan location & best room for the price!,private room
19400,30749019,Bright airy rooms in Queens close to transport,private room
19401,30749889,"Very nice Master bedroom, all comfort, brooklyn",private room
19402,30750063,"Tranquility and views - 2 beds, family-friendly",private room
19403,30754138,Prime Soho apartment with private backyard,entire home/apt
19404,30756760,Cozy Room with a view,private room
19405,30756898,Lux renovated room 19mins ride to Grand Central,private room
19406,30759781,Stay in heart of Manhattan!Subway near-Best Area,private room
19407,30762826,Jefferson Avenue Apartment,entire home/apt
